College Name,City,State,ZipCode,Selectivity,file_name
Bryn Athyn College,Bryn Athyn,PA,19009,COMPETITIVE,searchpage-profile.cfm_1201.html
Bryn Mawr College,Bryn Mawr,PA,19010,MOST COMPETITIVE,searchpage-profile.cfm_1202.html
Bucknell University,Lewisburg,PA,17837,MOST COMPETITIVE,searchpage-profile.cfm_1203.html
Cabrini University,Radnor,PA,19087,LESS COMPETITIVE,searchpage-profile.cfm_1204.html
California University of Pennsylvania,California,PA,15419,LESS COMPETITIVE,searchpage-profile.cfm_1205.html
Carlow University,Pittsburgh,PA,15213,LESS COMPETITIVE,searchpage-profile.cfm_1206.html
Carnegie Mellon University,Pittsburgh,PA,15213,MOST COMPETITIVE,searchpage-profile.cfm_1207.html
Cedar Crest College,Allentown,PA,18104,COMPETITIVE,searchpage-profile.cfm_1208.html
Chatham University,Pittsburgh,PA,15232,COMPETITIVE,searchpage-profile.cfm_1209.html
Pacific Union College,Angwin,CA,94508,VERY COMPETITIVE,searchpage-profile.cfm_121.html
Chestnut Hill College,Philadelphia,PA,19118,COMPETITIVE,searchpage-profile.cfm_1210.html
Cheyney University of Pennsylvania,Cheyney,PA,19319,LESS COMPETITIVE,searchpage-profile.cfm_1211.html
Clarion University of Pennsylvania,Clarion,PA,16214,LESS COMPETITIVE,searchpage-profile.cfm_1212.html
Misericordia University,Dallas,PA,18612,COMPETITIVE,searchpage-profile.cfm_1213.html
Curtis Institute of Music,Philadelphia,PA,19103,SPECIAL,searchpage-profile.cfm_1214.html
Delaware Valley University,Doylestown,PA,18901,COMPETITIVE,searchpage-profile.cfm_1215.html
Dickinson College,Carlisle,PA,17013,MOST COMPETITIVE,searchpage-profile.cfm_1216.html
Drexel University,Philadelphia,PA,19104,VERY COMPETITIVE+,searchpage-profile.cfm_1217.html
Duquesne University,Pittsburgh,PA,15282,VERY COMPETITIVE,searchpage-profile.cfm_1218.html
East Stroudsburg University,East Stroudsburg,PA,18301,COMPETITIVE,searchpage-profile.cfm_1219.html
Menlo College,Atherton,CA,94027,LESS COMPETITIVE,searchpage-profile.cfm_122.html
Eastern University,St. Davids,PA,19087,COMPETITIVE,searchpage-profile.cfm_1220.html
Edinboro University,Edinboro,PA,16444,LESS COMPETITIVE,searchpage-profile.cfm_1221.html
Elizabethtown College,Elizabethtown,PA,17022,COMPETITIVE,searchpage-profile.cfm_1222.html
Franklin and Marshall College,Lancaster,PA,17604,HIGHLY COMPETITIVE,searchpage-profile.cfm_1223.html
Gannon University,Erie,PA,16541,COMPETITIVE,searchpage-profile.cfm_1224.html
Geneva College,Beaver Falls,PA,15010,COMPETITIVE,searchpage-profile.cfm_1225.html
Gettysburg College,Gettysburg,PA,17325,HIGHLY COMPETITIVE,searchpage-profile.cfm_1226.html
Grove City College,Grove City,PA,16127,VERY COMPETITIVE,searchpage-profile.cfm_1228.html
Gwynedd Mercy University,Gwynedd Valley,PA,19437,LESS COMPETITIVE,searchpage-profile.cfm_1229.html
Occidental College,Los Angeles,CA,90041,MOST COMPETITIVE,searchpage-profile.cfm_123.html
Haverford College,Haverford,PA,19041,MOST COMPETITIVE,searchpage-profile.cfm_1230.html
Holy Family University,Philadelphia,PA,19114,LESS COMPETITIVE,searchpage-profile.cfm_1231.html
Immaculata University,Immaculata,PA,19345,COMPETITIVE,searchpage-profile.cfm_1232.html
Indiana University of Pennsylvania,Indiana,PA,15705,LESS COMPETITIVE,searchpage-profile.cfm_1233.html
Juniata College,Huntingdon,PA,16652,VERY COMPETITIVE,searchpage-profile.cfm_1234.html
Keystone College,La Plume,PA,18440,LESS COMPETITIVE,searchpage-profile.cfm_1235.html
King's College,Wilkes Barre,PA,18711,COMPETITIVE,searchpage-profile.cfm_1236.html
Kutztown University of Pennsylvania,Kutztown,PA,19530,LESS COMPETITIVE,searchpage-profile.cfm_1237.html
La Roche College,Pittsburgh,PA,15237,LESS COMPETITIVE,searchpage-profile.cfm_1238.html
La Salle University,Philadelphia,PA,19141,COMPETITIVE,searchpage-profile.cfm_1239.html
Pepperdine University,Malibu,CA,90263,HIGHLY COMPETITIVE+,searchpage-profile.cfm_124.html
Lafayette College,Easton,PA,18042,MOST COMPETITIVE,searchpage-profile.cfm_1240.html
Lebanon Valley College,Annville,PA,17003,COMPETITIVE,searchpage-profile.cfm_1241.html
Lehigh University,Bethlehem,PA,18015,MOST COMPETITIVE,searchpage-profile.cfm_1242.html
The Lincoln University,Lincoln University,PA,19352,NON COMPETITIVE,searchpage-profile.cfm_1243.html
Lock Haven University of Pennsylvania,Lock Haven,PA,17745,LESS COMPETITIVE,searchpage-profile.cfm_1244.html
Lycoming College,Williamsport,PA,17701,COMPETITIVE,searchpage-profile.cfm_1245.html
Mansfield University of  Pennsylvania,Mansfield,PA,16933,LESS COMPETITIVE,searchpage-profile.cfm_1246.html
Marywood University,Scranton,PA,18509,COMPETITIVE,searchpage-profile.cfm_1247.html
Mercyhurst University,Erie,PA,16546,COMPETITIVE,searchpage-profile.cfm_1249.html
Pitzer College,Claremont,CA,91711,MOST COMPETITIVE,searchpage-profile.cfm_125.html
Messiah College,Mechanicsburg,PA,17055,COMPETITIVE+,searchpage-profile.cfm_1250.html
Millersville University of Pennsylvania,Millersville,PA,17551,COMPETITIVE,searchpage-profile.cfm_1251.html
Moore College of Art and Design,Philadelphia,PA,19103,SPECIAL,searchpage-profile.cfm_1252.html
Moravian College,Bethlehem,PA,18018,Not Available,searchpage-profile.cfm_1253.html
Mount Aloysius College,Cresson,PA,16630,COMPETITIVE,searchpage-profile.cfm_1254.html
Muhlenberg College,Allentown,PA,18104,VERY COMPETITIVE+,searchpage-profile.cfm_1255.html
Neumann University,Aston,PA,19014,LESS COMPETITIVE,searchpage-profile.cfm_1256.html
Peirce College,Philadelphia,PA,19102,NONCOMPETITIVE,searchpage-profile.cfm_1257.html
"Penn State Erie,The Behrend College",Erie,PA,16563,COMPETITIVE,searchpage-profile.cfm_1258.html
Penn State Altoona,Altoona,PA,16601,COMPETITIVE,searchpage-profile.cfm_1259.html
Point Loma Nazarene University,San Diego,CA,92106,COMPETITIVE,searchpage-profile.cfm_126.html
Pennsylvania State University - University Park,University Park,PA,16802,HIGHLY COMPETITIVE,searchpage-profile.cfm_1260.html
Pennsylvania College of Technology,Williamsport,PA,17701,NONCOMPETITIVE,searchpage-profile.cfm_1261.html
Cairn University,Langhorne,PA,19047,COMPETITIVE,searchpage-profile.cfm_1263.html
Philadelphia University,Philadelphia,PA,19144,COMPETITIVE,searchpage-profile.cfm_1264.html
Point Park University,Pittsburgh,PA,15222,COMPETITIVE,searchpage-profile.cfm_1265.html
Robert Morris University,Moon Township,PA,15108,COMPETITIVE,searchpage-profile.cfm_1266.html
Rosemont College,Rosemont,PA,19010,COMPETITIVE,searchpage-profile.cfm_1267.html
Saint Francis University,Loretto,PA,15940,NONCOMPETITIVE,searchpage-profile.cfm_1268.html
Saint Joseph's University,Philadelphia,PA,19131,VERY COMPETITIVE+,searchpage-profile.cfm_1269.html
Pomona College,Claremont,CA,91711,MOST COMPETITIVE,searchpage-profile.cfm_127.html
Saint Vincent College,Latrobe,PA,15650,COMPETITIVE,searchpage-profile.cfm_1270.html
Seton Hill University,Greensburg,PA,15601,COMPETITIVE,searchpage-profile.cfm_1271.html
Shippensburg University of Pennsylvania,Shippensburg,PA,17257,COMPETITIVE,searchpage-profile.cfm_1272.html
Slippery Rock University of Pennsylvania,Slippery Rock,PA,16057,COMPETITIVE,searchpage-profile.cfm_1273.html
Susquehanna University,Selinsgrove,PA,17870,VERY COMPETITIVE,searchpage-profile.cfm_1274.html
Swarthmore College,Swarthmore,PA,19081,MOST COMPETITIVE,searchpage-profile.cfm_1275.html
Temple University,Philadelphia,PA,19122,VERY COMPETITIVE,searchpage-profile.cfm_1276.html
Thiel College,Greenville,PA,16125,COMPETITIVE,searchpage-profile.cfm_1277.html
University of Pennsylvania,Philadelphia,PA,19104,MOST COMPETITIVE,searchpage-profile.cfm_1278.html
University of Pittsburgh at Bradford,Bradford,PA,16701,COMPETITIVE,searchpage-profile.cfm_1280.html
University of Pittsburgh at Greensburg,Greensburg,PA,15601,COMPETITIVE,searchpage-profile.cfm_1281.html
University of Pittsburgh at Johnstown,Johnstown,PA,15904,COMPETITIVE,searchpage-profile.cfm_1282.html
University of Pittsburgh,Pittsburgh,PA,15260,HIGHLY COMPETITIVE+,searchpage-profile.cfm_1283.html
University of Scranton,Scranton,PA,18510,VERY COMPETITIVE,searchpage-profile.cfm_1284.html
University of the Arts,Philadelphia,PA,19102,SPECIAL,searchpage-profile.cfm_1285.html
University of the Sciences,Philadelphia,PA,19104,VERY COMPETITIVE,searchpage-profile.cfm_1286.html
Ursinus College,Collegeville,PA,19426,VERY COMPETITIVE,searchpage-profile.cfm_1287.html
Villanova University,Villanova,PA,19085,MOST COMPETITIVE,searchpage-profile.cfm_1288.html
Washington & Jefferson College,Washington,PA,15301,VERY COMPETITIVE,searchpage-profile.cfm_1289.html
San Diego State University,San Diego,CA,92182,COMPETITIVE+,searchpage-profile.cfm_129.html
Waynesburg University,Waynesburg,PA,15370,COMPETITIVE,searchpage-profile.cfm_1290.html
West Chester University of Pennsylvania,West Chester,PA,19383,COMPETITIVE,searchpage-profile.cfm_1291.html
Westminster College,New Wilmington,PA,16172,COMPETITIVE+,searchpage-profile.cfm_1292.html
Widener University,Chester,PA,19013,COMPETITIVE,searchpage-profile.cfm_1293.html
Wilkes University,Wilkes Barre,PA,18766,COMPETITIVE,searchpage-profile.cfm_1294.html
Wilson College,Chambersburg,PA,17201,COMPETITIVE,searchpage-profile.cfm_1295.html
York College of Pennsylvania,York,PA,17403,COMPETITIVE,searchpage-profile.cfm_1296.html
American University of Puerto Rico,Bayamon,PR,00960,Not Available,searchpage-profile.cfm_1297.html
Caribbean University,Bayamon,PR,00960,Not Available,searchpage-profile.cfm_1298.html
Bayamon Central University,Bayamon,PR,00960,Not Available,searchpage-profile.cfm_1299.html
Saint Mary's College of California,Moraga,CA,94575,COMPETITIVE,searchpage-profile.cfm_130.html
Conservatory of Music of Puerto Rico,San Juan,PR,00918,Not Available,searchpage-profile.cfm_1300.html
Escuela de Artes Plasticas de Puerto Rico,San Juan,PR,00902,Not Available,searchpage-profile.cfm_1301.html
Inter-American University of Puerto Rico-Aguadilla Campus,Aguadilla,PR,00605,Not Available,searchpage-profile.cfm_1303.html
Inter-American University of Puerto Rico-Arecibo Campus,Arecibo,PR,00614,Not Available,searchpage-profile.cfm_1304.html
Inter-American University of Puerto Rico-Barranquitas,Barranquitas,PR,00794,Not Available,searchpage-profile.cfm_1305.html
Inter-American University of Puerto Rico-Bayamon,Bayamon,PR,00957,Not Available,searchpage-profile.cfm_1306.html
Inter-American University of Puerto Rico-Fajardo Campus,Fajardo,PR,00738,Not Available,searchpage-profile.cfm_1307.html
Inter-American University of Puerto Rico-Metropolitan Campus,San Juan,PR,00919,Not Available,searchpage-profile.cfm_1308.html
Inter-American University of Puerto Rico Ponce,Ponce,PR,00715,Not Available,searchpage-profile.cfm_1309.html
San Francisco Art Institute,San Francisco,CA,94133,SPECIAL,searchpage-profile.cfm_131.html
Inter-American University of Puerto Rico-San Germán,San Germán,PR,00683,Not Available,searchpage-profile.cfm_1310.html
Pontifical Catholic University of Puerto Rico,Ponce,PR,00717,Not Available,searchpage-profile.cfm_1311.html
Universidad del Turabo,Gurabo,PR,00658,Not Available,searchpage-profile.cfm_1312.html
Universidad Adventista de las Antillas,Mayaguez,PR,00681,Not Available,searchpage-profile.cfm_1313.html
Universidad Metropolitana,Rio Piedras,PR,00928,Not Available,searchpage-profile.cfm_1314.html
"Universidad Politecnica de Puerto Rico, Hato Rey campus",Hato Rey,PR,00918,Not Available,searchpage-profile.cfm_1315.html
"University of  Puerto Rico, at Arecibo",Arecibo,PR,00613,Not Available,searchpage-profile.cfm_1317.html
